,day,employee_headcount,company_id
3604,2011-02-27,51,3
3605,2011-02-28,57,3
3606,2011-03-01,58,3
3607,2011-03-02,58,3
3608,2011-03-03,58,3
3609,2011-03-04,58,3
3610,2011-03-05,58,3
3611,2011-03-06,58,3
3612,2011-03-07,67,3
3613,2011-03-08,68,3
3614,2011-03-09,69,3
3615,2011-03-10,69,3
3616,2011-03-11,69,3
3617,2011-03-12,69,3
3618,2011-03-13,69,3
3619,2011-03-14,83,3
3620,2011-03-15,84,3
3621,2011-03-16,86,3
3622,2011-03-17,86,3
3623,2011-03-18,86,3
3624,2011-03-19,86,3
3625,2011-03-20,86,3
3626,2011-03-21,97,3
3627,2011-03-22,97,3
3628,2011-03-23,97,3
3629,2011-03-24,98,3
3630,2011-03-25,98,3
3631,2011-03-26,98,3
3632,2011-03-27,98,3
3633,2011-03-28,108,3
3634,2011-03-29,109,3
3635,2011-03-30,110,3
3636,2011-03-31,110,3
3637,2011-04-01,110,3
3638,2011-04-02,110,3
3639,2011-04-03,110,3
3640,2011-04-04,115,3
3641,2011-04-05,117,3
3642,2011-04-06,117,3
3643,2011-04-07,117,3
3644,2011-04-08,117,3
3645,2011-04-09,117,3
3646,2011-04-10,117,3
3647,2011-04-11,127,3
3648,2011-04-12,129,3
3649,2011-04-13,129,3
3650,2011-04-14,129,3
3651,2011-04-15,129,3
3652,2011-04-16,129,3
3653,2011-04-17,129,3
3654,2011-04-18,137,3
3655,2011-04-19,139,3
3656,2011-04-20,140,3
3657,2011-04-21,141,3
3658,2011-04-22,141,3
3659,2011-04-23,141,3
3660,2011-04-24,141,3
3661,2011-04-25,148,3
3662,2011-04-26,151,3
3663,2011-04-27,151,3
3664,2011-04-28,151,3
3665,2011-04-29,151,3
3666,2011-04-30,151,3
3667,2011-05-01,151,3
3668,2011-05-02,159,3
3669,2011-05-03,160,3
3670,2011-05-04,163,3
3671,2011-05-05,163,3
3672,2011-05-06,163,3
3673,2011-05-07,163,3
3674,2011-05-08,163,3
3675,2011-05-09,174,3
3676,2011-05-10,174,3
3677,2011-05-11,175,3
3678,2011-05-12,176,3
3679,2011-05-13,176,3
3680,2011-05-14,176,3
3681,2011-05-15,176,3
3682,2011-05-16,180,3
3683,2011-05-17,180,3
3684,2011-05-18,180,3
3685,2011-05-19,180,3
3686,2011-05-20,180,3
3687,2011-05-21,180,3
3688,2011-05-22,180,3
3689,2011-05-23,190,3
3690,2011-05-24,191,3
3691,2011-05-25,192,3
3692,2011-05-26,192,3
3693,2011-05-27,192,3
3694,2011-05-28,192,3
3695,2011-05-29,192,3
3696,2011-05-30,192,3
3697,2011-05-31,202,3
3698,2011-06-01,204,3
3699,2011-06-02,204,3
3700,2011-06-03,204,3
3701,2011-06-04,204,3
3702,2011-06-05,204,3
3703,2011-06-06,219,3
3704,2011-06-07,219,3
3705,2011-06-08,219,3
3706,2011-06-09,219,3
3707,2011-06-10,219,3
3708,2011-06-11,219,3
3709,2011-06-12,219,3
3710,2011-06-13,227,3
3711,2011-06-14,227,3
3712,2011-06-15,229,3
3713,2011-06-16,229,3
3714,2011-06-17,229,3
3715,2011-06-18,229,3
3716,2011-06-19,229,3
3717,2011-06-20,237,3
3718,2011-06-21,238,3
3719,2011-06-22,238,3
3720,2011-06-23,238,3
3721,2011-06-24,238,3
3722,2011-06-25,238,3
3723,2011-06-26,238,3
3724,2011-06-27,242,3
3725,2011-06-28,245,3
3726,2011-06-29,245,3
3727,2011-06-30,245,3
3728,2011-07-01,245,3
3729,2011-07-02,245,3
3730,2011-07-03,245,3
3731,2011-07-04,245,3
3732,2011-07-05,249,3
3733,2011-07-06,249,3
3734,2011-07-07,250,3
3735,2011-07-08,250,3
3736,2011-07-09,250,3
3737,2011-07-10,250,3
3738,2011-07-11,263,3
3739,2011-07-12,264,3
3740,2011-07-13,264,3
3741,2011-07-14,264,3
3742,2011-07-15,264,3
3743,2011-07-16,264,3
3744,2011-07-17,264,3
3745,2011-07-18,272,3
3746,2011-07-19,272,3
3747,2011-07-20,272,3
3748,2011-07-21,273,3
3749,2011-07-22,273,3
3750,2011-07-23,273,3
3751,2011-07-24,273,3
3752,2011-07-25,278,3
3753,2011-07-26,278,3
3754,2011-07-27,278,3
3755,2011-07-28,278,3
3756,2011-07-29,278,3
3757,2011-07-30,278,3
3758,2011-07-31,278,3
3759,2011-08-01,284,3
3760,2011-08-02,286,3
3761,2011-08-03,286,3
3762,2011-08-04,287,3
3763,2011-08-05,287,3
3764,2011-08-06,287,3
3765,2011-08-07,287,3
3766,2011-08-08,295,3
3767,2011-08-09,296,3
3768,2011-08-10,296,3
3769,2011-08-11,296,3
3770,2011-08-12,296,3
3771,2011-08-13,296,3
3772,2011-08-14,296,3
3773,2011-08-15,305,3
3774,2011-08-16,307,3
3775,2011-08-17,309,3
3776,2011-08-18,309,3
3777,2011-08-19,309,3
3778,2011-08-20,309,3
3779,2011-08-21,309,3
3780,2011-08-22,318,3
3781,2011-08-23,320,3
3782,2011-08-24,320,3
3783,2011-08-25,320,3
3784,2011-08-26,320,3
3785,2011-08-27,320,3
3786,2011-08-28,320,3
3787,2011-08-29,335,3
3788,2011-08-30,336,3
3789,2011-08-31,336,3
3790,2011-09-01,336,3
3791,2011-09-02,336,3
3792,2011-09-03,336,3
3793,2011-09-04,336,3
3794,2011-09-05,336,3
3795,2011-09-06,346,3
3796,2011-09-07,347,3
3797,2011-09-08,348,3
3798,2011-09-09,348,3
3799,2011-09-10,348,3
3800,2011-09-11,348,3
3801,2011-09-12,355,3
3802,2011-09-13,355,3
3803,2011-09-14,355,3
3804,2011-09-15,355,3
3805,2011-09-16,355,3
3806,2011-09-17,355,3
3807,2011-09-18,355,3
3808,2011-09-19,362,3
3809,2011-09-20,362,3
3810,2011-09-21,362,3
3811,2011-09-22,362,3
3812,2011-09-23,362,3
3813,2011-09-24,362,3
3814,2011-09-25,362,3
3815,2011-09-26,373,3
3816,2011-09-27,375,3
3817,2011-09-28,375,3
3818,2011-09-29,376,3
3819,2011-09-30,376,3
3820,2011-10-01,376,3
3821,2011-10-02,376,3
3822,2011-10-03,384,3
3823,2011-10-04,387,3
3824,2011-10-05,388,3
3825,2011-10-06,389,3
3826,2011-10-07,389,3
3827,2011-10-08,389,3
3828,2011-10-09,389,3
3829,2011-10-10,398,3
3830,2011-10-11,398,3
3831,2011-10-12,398,3
3832,2011-10-13,398,3
3833,2011-10-14,398,3
3834,2011-10-15,398,3
3835,2011-10-16,398,3
3836,2011-10-17,407,3
3837,2011-10-18,408,3
3838,2011-10-19,408,3
3839,2011-10-20,408,3
3840,2011-10-21,408,3
3841,2011-10-22,408,3
3842,2011-10-23,408,3
3843,2011-10-24,423,3
3844,2011-10-25,424,3
3845,2011-10-26,425,3
3846,2011-10-27,425,3
3847,2011-10-28,425,3
3848,2011-10-29,425,3
3849,2011-10-30,425,3
3850,2011-10-31,434,3
3851,2011-11-01,434,3
3852,2011-11-02,434,3
3853,2011-11-03,434,3
3854,2011-11-04,434,3
3855,2011-11-05,434,3
3856,2011-11-06,434,3
3857,2011-11-07,444,3
3858,2011-11-08,445,3
3859,2011-11-09,448,3
3860,2011-11-10,451,3
3861,2011-11-11,451,3
3862,2011-11-12,451,3
3863,2011-11-13,451,3
3864,2011-11-14,457,3
3865,2011-11-15,458,3
3866,2011-11-16,458,3
3867,2011-11-17,458,3
3868,2011-11-18,458,3
3869,2011-11-19,458,3
3870,2011-11-20,458,3
3871,2011-11-21,472,3
3872,2011-11-22,474,3
3873,2011-11-23,475,3
3874,2011-11-24,475,3
3875,2011-11-25,475,3
3876,2011-11-26,475,3
3877,2011-11-27,475,3
3878,2011-11-28,484,3
3879,2011-11-29,484,3
3880,2011-11-30,485,3
3881,2011-12-01,485,3
3882,2011-12-02,485,3
3883,2011-12-03,485,3
3884,2011-12-04,485,3
3885,2011-12-05,496,3
3886,2011-12-06,497,3
3887,2011-12-07,497,3
3888,2011-12-08,500,3
3889,2011-12-09,500,3
3890,2011-12-10,500,3
3891,2011-12-11,500,3
3892,2011-12-12,508,3
3893,2011-12-13,509,3
3894,2011-12-14,509,3
3895,2011-12-15,509,3
3896,2011-12-16,509,3
3897,2011-12-17,509,3
3898,2011-12-18,509,3
3899,2011-12-19,519,3
3900,2011-12-20,521,3
3901,2011-12-21,521,3
3902,2011-12-22,521,3
3903,2011-12-23,520,3
3904,2011-12-24,520,3
3905,2011-12-25,520,3
3906,2011-12-26,520,3
3907,2011-12-27,530,3
3908,2011-12-28,530,3
3909,2011-12-29,530,3
3910,2011-12-30,529,3
3911,2011-12-31,529,3
3912,2012-01-01,529,3
3913,2012-01-02,529,3
3914,2012-01-03,540,3
3915,2012-01-04,540,3
3916,2012-01-05,540,3
3917,2012-01-06,540,3
3918,2012-01-07,540,3
3919,2012-01-08,540,3
3920,2012-01-09,549,3
3921,2012-01-10,551,3
3922,2012-01-11,551,3
3923,2012-01-12,552,3
3924,2012-01-13,550,3
3925,2012-01-14,550,3
3926,2012-01-15,550,3
3927,2012-01-16,550,3
3928,2012-01-17,563,3
3929,2012-01-18,563,3
3930,2012-01-19,563,3
3931,2012-01-20,562,3
3932,2012-01-21,562,3
3933,2012-01-22,562,3
3934,2012-01-23,572,3
3935,2012-01-24,572,3
3936,2012-01-25,572,3
3937,2012-01-26,572,3
3938,2012-01-27,566,3
3939,2012-01-28,566,3
3940,2012-01-29,566,3
3941,2012-01-30,578,3
3942,2012-01-31,579,3
3943,2012-02-01,580,3
3944,2012-02-02,580,3
3945,2012-02-03,578,3
3946,2012-02-04,578,3
3947,2012-02-05,578,3
3948,2012-02-06,585,3
3949,2012-02-07,586,3
3950,2012-02-08,587,3
3951,2012-02-09,587,3
3952,2012-02-10,583,3
3953,2012-02-11,583,3
3954,2012-02-12,583,3
3955,2012-02-13,593,3
3956,2012-02-14,594,3
3957,2012-02-15,595,3
3958,2012-02-16,596,3
3959,2012-02-17,593,3
3960,2012-02-18,593,3
3961,2012-02-19,593,3
3962,2012-02-20,593,3
3963,2012-02-21,603,3
3964,2012-02-22,604,3
3965,2012-02-23,605,3
3966,2012-02-24,602,3
3967,2012-02-25,602,3
3968,2012-02-26,602,3
3969,2012-02-27,615,3
3970,2012-02-28,616,3
3971,2012-02-29,617,3
3972,2012-03-01,618,3
3973,2012-03-02,611,3
3974,2012-03-03,611,3
3975,2012-03-04,611,3
3976,2012-03-05,619,3
3977,2012-03-06,620,3
3978,2012-03-07,620,3
3979,2012-03-08,618,3
3980,2012-03-09,616,3
3981,2012-03-10,616,3
3982,2012-03-11,616,3
3983,2012-03-12,623,3
3984,2012-03-13,625,3
3985,2012-03-14,627,3
3986,2012-03-15,627,3
3987,2012-03-16,623,3
3988,2012-03-17,623,3
3989,2012-03-18,623,3
3990,2012-03-19,636,3
3991,2012-03-20,637,3
3992,2012-03-21,639,3
3993,2012-03-22,639,3
3994,2012-03-23,639,3
3995,2012-03-24,639,3
3996,2012-03-25,639,3
3997,2012-03-26,651,3
3998,2012-03-27,653,3
3999,2012-03-28,653,3
4000,2012-03-29,653,3
4001,2012-03-30,646,3
4002,2012-03-31,646,3
4003,2012-04-01,646,3
4004,2012-04-02,656,3
4005,2012-04-03,655,3
4006,2012-04-04,658,3
4007,2012-04-05,658,3
4008,2012-04-06,658,3
4009,2012-04-07,658,3
4010,2012-04-08,658,3
4011,2012-04-09,668,3
4012,2012-04-10,668,3
4013,2012-04-11,668,3
4014,2012-04-12,668,3
4015,2012-04-13,665,3
4016,2012-04-14,665,3
4017,2012-04-15,665,3
4018,2012-04-16,672,3
4019,2012-04-17,675,3
4020,2012-04-18,675,3
4021,2012-04-19,675,3
4022,2012-04-20,669,3
4023,2012-04-21,669,3
4024,2012-04-22,669,3
4025,2012-04-23,680,3
4026,2012-04-24,681,3
4027,2012-04-25,681,3
4028,2012-04-26,680,3
4029,2012-04-27,678,3
4030,2012-04-28,678,3
4031,2012-04-29,678,3
4032,2012-04-30,691,3
4033,2012-05-01,692,3
4034,2012-05-02,692,3
4035,2012-05-03,692,3
4036,2012-05-04,690,3
4037,2012-05-05,690,3
4038,2012-05-06,690,3
4039,2012-05-07,697,3
4040,2012-05-08,698,3
4041,2012-05-09,698,3
4042,2012-05-10,698,3
4043,2012-05-11,690,3
4044,2012-05-12,690,3
4045,2012-05-13,690,3
4046,2012-05-14,703,3
4047,2012-05-15,704,3
4048,2012-05-16,705,3
4049,2012-05-17,705,3
4050,2012-05-18,701,3
4051,2012-05-19,701,3
4052,2012-05-20,701,3
4053,2012-05-21,710,3
4054,2012-05-22,710,3
4055,2012-05-23,711,3
4056,2012-05-24,711,3
4057,2012-05-25,705,3
4058,2012-05-26,705,3
4059,2012-05-27,705,3
4060,2012-05-28,705,3
4061,2012-05-29,714,3
4062,2012-05-30,714,3
4063,2012-05-31,714,3
4064,2012-06-01,714,3
4065,2012-06-02,714,3
4066,2012-06-03,714,3
4067,2012-06-04,726,3
4068,2012-06-05,726,3
4069,2012-06-06,727,3
4070,2012-06-07,727,3
4071,2012-06-08,724,3
4072,2012-06-09,724,3
4073,2012-06-10,724,3
4074,2012-06-11,731,3
4075,2012-06-12,731,3
4076,2012-06-13,732,3
4077,2012-06-14,733,3
4078,2012-06-15,731,3
4079,2012-06-16,731,3
4080,2012-06-17,731,3
4081,2012-06-18,738,3
4082,2012-06-19,738,3
4083,2012-06-20,738,3
4084,2012-06-21,738,3
4085,2012-06-22,735,3
4086,2012-06-23,735,3
4087,2012-06-24,735,3
4088,2012-06-25,745,3
4089,2012-06-26,745,3
4090,2012-06-27,746,3
4091,2012-06-28,746,3
4092,2012-06-29,739,3
4093,2012-06-30,739,3
4094,2012-07-01,739,3
4095,2012-07-02,754,3
4096,2012-07-03,755,3
4097,2012-07-04,755,3
4098,2012-07-05,756,3
4099,2012-07-06,752,3
4100,2012-07-07,752,3
4101,2012-07-08,752,3
4102,2012-07-09,762,3
4103,2012-07-10,763,3
4104,2012-07-11,764,3
4105,2012-07-12,764,3
4106,2012-07-13,760,3
4107,2012-07-14,760,3
4108,2012-07-15,760,3
4109,2012-07-16,768,3
4110,2012-07-17,769,3
4111,2012-07-18,769,3
4112,2012-07-19,769,3
4113,2012-07-20,765,3
4114,2012-07-21,765,3
4115,2012-07-22,765,3
4116,2012-07-23,771,3
4117,2012-07-24,772,3
4118,2012-07-25,772,3
4119,2012-07-26,772,3
4120,2012-07-27,766,3
4121,2012-07-28,766,3
4122,2012-07-29,766,3
4123,2012-07-30,773,3
4124,2012-07-31,775,3
4125,2012-08-01,776,3
4126,2012-08-02,776,3
4127,2012-08-03,772,3
4128,2012-08-04,772,3
4129,2012-08-05,772,3
4130,2012-08-06,785,3
4131,2012-08-07,785,3
4132,2012-08-08,785,3
4133,2012-08-09,785,3
4134,2012-08-10,776,3
4135,2012-08-11,776,3
4136,2012-08-12,776,3
4137,2012-08-13,780,3
4138,2012-08-14,781,3
4139,2012-08-15,781,3
4140,2012-08-16,780,3
4141,2012-08-17,775,3
4142,2012-08-18,775,3
4143,2012-08-19,775,3
4144,2012-08-20,784,3
4145,2012-08-21,788,3
4146,2012-08-22,789,3
4147,2012-08-23,789,3
4148,2012-08-24,787,3
4149,2012-08-25,787,3
4150,2012-08-26,787,3
4151,2012-08-27,796,3
4152,2012-08-28,796,3
4153,2012-08-29,795,3
4154,2012-08-30,795,3
4155,2012-08-31,793,3
4156,2012-09-01,793,3
4157,2012-09-02,793,3
4158,2012-09-03,793,3
4159,2012-09-04,800,3
4160,2012-09-05,800,3
4161,2012-09-06,800,3
4162,2012-09-07,796,3
4163,2012-09-08,796,3
4164,2012-09-09,796,3
4165,2012-09-10,799,3
4166,2012-09-11,799,3
4167,2012-09-12,799,3
4168,2012-09-13,799,3
4169,2012-09-14,796,3
4170,2012-09-15,796,3
4171,2012-09-16,796,3
4172,2012-09-17,803,3
4173,2012-09-18,804,3
4174,2012-09-19,805,3
4175,2012-09-20,805,3
4176,2012-09-21,802,3
4177,2012-09-22,802,3
4178,2012-09-23,802,3
4179,2012-09-24,810,3
4180,2012-09-25,811,3
4181,2012-09-26,811,3
4182,2012-09-27,811,3
4183,2012-09-28,807,3
4184,2012-09-29,807,3
4185,2012-09-30,807,3
4186,2012-10-01,814,3
4187,2012-10-02,814,3
4188,2012-10-03,814,3
4189,2012-10-04,814,3
4190,2012-10-05,811,3
4191,2012-10-06,811,3
4192,2012-10-07,811,3
4193,2012-10-08,817,3
4194,2012-10-09,819,3
4195,2012-10-10,820,3
4196,2012-10-11,822,3
4197,2012-10-12,820,3
4198,2012-10-13,820,3
4199,2012-10-14,820,3
4200,2012-10-15,831,3
4201,2012-10-16,831,3
4202,2012-10-17,832,3
4203,2012-10-18,831,3
4204,2012-10-19,826,3
4205,2012-10-20,826,3
4206,2012-10-21,826,3
4207,2012-10-22,837,3
4208,2012-10-23,837,3
4209,2012-10-24,837,3
4210,2012-10-25,837,3
4211,2012-10-26,832,3
4212,2012-10-27,832,3
4213,2012-10-28,832,3
4214,2012-10-29,838,3
4215,2012-10-30,840,3
4216,2012-10-31,840,3
4217,2012-11-01,840,3
4218,2012-11-02,835,3
4219,2012-11-03,835,3
4220,2012-11-04,835,3
4221,2012-11-05,845,3
4222,2012-11-06,845,3
4223,2012-11-07,845,3
4224,2012-11-08,845,3
4225,2012-11-09,837,3
4226,2012-11-10,837,3
4227,2012-11-11,837,3
4228,2012-11-12,841,3
4229,2012-11-13,841,3
4230,2012-11-14,843,3
4231,2012-11-15,843,3
4232,2012-11-16,838,3
4233,2012-11-17,838,3
4234,2012-11-18,838,3
4235,2012-11-19,845,3
4236,2012-11-20,847,3
4237,2012-11-21,847,3
4238,2012-11-22,847,3
4239,2012-11-23,843,3
4240,2012-11-24,843,3
4241,2012-11-25,843,3
4242,2012-11-26,848,3
4243,2012-11-27,849,3
4244,2012-11-28,849,3
4245,2012-11-29,850,3
4246,2012-11-30,844,3
4247,2012-12-01,844,3
4248,2012-12-02,844,3
4249,2012-12-03,852,3
4250,2012-12-04,853,3
4251,2012-12-05,854,3
4252,2012-12-06,854,3
4253,2012-12-07,853,3
4254,2012-12-08,853,3
4255,2012-12-09,853,3
4256,2012-12-10,869,3
4257,2012-12-11,869,3
4258,2012-12-12,870,3
4259,2012-12-13,869,3
4260,2012-12-14,867,3
4261,2012-12-15,867,3
4262,2012-12-16,867,3
4263,2012-12-17,877,3
4264,2012-12-18,877,3
4265,2012-12-19,877,3
4266,2012-12-20,878,3
4267,2012-12-21,875,3
4268,2012-12-22,875,3
4269,2012-12-23,875,3
4270,2012-12-24,884,3
4271,2012-12-25,884,3
4272,2012-12-26,885,3
4273,2012-12-27,886,3
4274,2012-12-28,881,3
4275,2012-12-29,881,3
4276,2012-12-30,881,3
4277,2012-12-31,890,3
4278,2013-01-01,890,3
4279,2013-01-02,892,3
4280,2013-01-03,892,3
4281,2013-01-04,888,3
4282,2013-01-05,888,3
4283,2013-01-06,888,3
4284,2013-01-07,897,3
4285,2013-01-08,899,3
4286,2013-01-09,899,3
4287,2013-01-10,899,3
4288,2013-01-11,895,3
4289,2013-01-12,895,3
4290,2013-01-13,895,3
4291,2013-01-14,902,3
4292,2013-01-15,901,3
4293,2013-01-16,900,3
4294,2013-01-17,900,3
4295,2013-01-18,892,3
4296,2013-01-19,892,3
4297,2013-01-20,892,3
4298,2013-01-21,892,3
4299,2013-01-22,898,3
4300,2013-01-23,898,3
4301,2013-01-24,899,3
4302,2013-01-25,897,3
4303,2013-01-26,897,3
4304,2013-01-27,897,3
4305,2013-01-28,901,3
4306,2013-01-29,901,3
4307,2013-01-30,901,3
4308,2013-01-31,901,3
4309,2013-02-01,895,3
4310,2013-02-02,895,3
4311,2013-02-03,895,3
4312,2013-02-04,906,3
4313,2013-02-05,906,3
4314,2013-02-06,907,3
4315,2013-02-07,906,3
4316,2013-02-08,896,3
4317,2013-02-09,896,3
4318,2013-02-10,896,3
4319,2013-02-11,908,3
4320,2013-02-12,908,3
4321,2013-02-13,909,3
4322,2013-02-14,909,3
4323,2013-02-15,907,3
4324,2013-02-16,907,3
4325,2013-02-17,907,3
4326,2013-02-18,907,3
4327,2013-02-19,915,3
4328,2013-02-20,915,3
4329,2013-02-21,915,3
4330,2013-02-22,905,3
4331,2013-02-23,905,3
4332,2013-02-24,905,3
4333,2013-02-25,915,3
4334,2013-02-26,916,3
4335,2013-02-27,916,3
4336,2013-02-28,917,3
4337,2013-03-01,906,3
4338,2013-03-02,906,3
4339,2013-03-03,906,3
4340,2013-03-04,912,3
4341,2013-03-05,912,3
4342,2013-03-06,911,3
4343,2013-03-07,911,3
4344,2013-03-08,903,3
4345,2013-03-09,903,3
4346,2013-03-10,903,3
4347,2013-03-11,910,3
4348,2013-03-12,911,3
4349,2013-03-13,912,3
4350,2013-03-14,915,3
4351,2013-03-15,908,3
4352,2013-03-16,908,3
4353,2013-03-17,908,3
4354,2013-03-18,918,3
4355,2013-03-19,919,3
4356,2013-03-20,919,3
4357,2013-03-21,920,3
4358,2013-03-22,913,3
4359,2013-03-23,913,3
4360,2013-03-24,913,3
4361,2013-03-25,917,3
4362,2013-03-26,920,3
4363,2013-03-27,921,3
4364,2013-03-28,921,3
4365,2013-03-29,921,3
4366,2013-03-30,921,3
4367,2013-03-31,921,3
4368,2013-04-01,923,3
4369,2013-04-02,925,3
4370,2013-04-03,925,3
4371,2013-04-04,925,3
4372,2013-04-05,919,3
4373,2013-04-06,919,3
4374,2013-04-07,919,3
4375,2013-04-08,927,3
4376,2013-04-09,929,3
4377,2013-04-10,931,3
4378,2013-04-11,930,3
4379,2013-04-12,927,3
4380,2013-04-13,927,3
4381,2013-04-14,927,3
4382,2013-04-15,935,3
4383,2013-04-16,935,3
4384,2013-04-17,935,3
4385,2013-04-18,935,3
4386,2013-04-19,929,3
4387,2013-04-20,929,3
4388,2013-04-21,929,3
4389,2013-04-22,936,3
4390,2013-04-23,939,3
4391,2013-04-24,939,3
4392,2013-04-25,938,3
4393,2013-04-26,933,3
4394,2013-04-27,933,3
4395,2013-04-28,933,3
4396,2013-04-29,945,3
4397,2013-04-30,945,3
4398,2013-05-01,945,3
4399,2013-05-02,945,3
4400,2013-05-03,941,3
4401,2013-05-04,941,3
4402,2013-05-05,941,3
4403,2013-05-06,953,3
4404,2013-05-07,953,3
4405,2013-05-08,953,3
4406,2013-05-09,954,3
4407,2013-05-10,945,3
4408,2013-05-11,945,3
4409,2013-05-12,945,3
4410,2013-05-13,956,3
4411,2013-05-14,957,3
4412,2013-05-15,957,3
4413,2013-05-16,958,3
4414,2013-05-17,949,3
4415,2013-05-18,949,3
4416,2013-05-19,949,3
4417,2013-05-20,957,3
4418,2013-05-21,958,3
4419,2013-05-22,958,3
4420,2013-05-23,957,3
4421,2013-05-24,952,3
4422,2013-05-25,952,3
4423,2013-05-26,952,3
4424,2013-05-27,952,3
4425,2013-05-28,959,3
4426,2013-05-29,960,3
4427,2013-05-30,960,3
4428,2013-05-31,956,3
4429,2013-06-01,956,3
4430,2013-06-02,956,3
4431,2013-06-03,966,3
4432,2013-06-04,968,3
4433,2013-06-05,968,3
4434,2013-06-06,969,3
4435,2013-06-07,962,3
4436,2013-06-08,962,3
4437,2013-06-09,962,3
4438,2013-06-10,969,3
4439,2013-06-11,967,3
4440,2013-06-12,967,3
4441,2013-06-13,967,3
4442,2013-06-14,963,3
4443,2013-06-15,963,3
4444,2013-06-16,963,3
4445,2013-06-17,969,3
4446,2013-06-18,970,3
4447,2013-06-19,969,3
4448,2013-06-20,969,3
4449,2013-06-21,965,3
4450,2013-06-22,965,3
4451,2013-06-23,965,3
4452,2013-06-24,976,3
4453,2013-06-25,979,3
4454,2013-06-26,979,3
4455,2013-06-27,979,3
4456,2013-06-28,975,3
4457,2013-06-29,975,3
4458,2013-06-30,975,3
4459,2013-07-01,984,3
4460,2013-07-02,985,3
4461,2013-07-03,985,3
4462,2013-07-04,985,3
4463,2013-07-05,981,3
4464,2013-07-06,981,3
4465,2013-07-07,981,3
4466,2013-07-08,986,3
4467,2013-07-09,986,3
4468,2013-07-10,986,3
4469,2013-07-11,985,3
4470,2013-07-12,979,3
4471,2013-07-13,979,3
4472,2013-07-14,979,3
4473,2013-07-15,989,3
4474,2013-07-16,989,3
4475,2013-07-17,990,3
4476,2013-07-18,989,3
4477,2013-07-19,979,3
4478,2013-07-20,979,3
4479,2013-07-21,979,3
4480,2013-07-22,984,3
4481,2013-07-23,985,3
4482,2013-07-24,986,3
4483,2013-07-25,986,3
4484,2013-07-26,979,3
4485,2013-07-27,979,3
4486,2013-07-28,979,3
4487,2013-07-29,988,3
4488,2013-07-30,988,3
4489,2013-07-31,989,3
4490,2013-08-01,989,3
4491,2013-08-02,985,3
4492,2013-08-03,985,3
4493,2013-08-04,985,3
4494,2013-08-05,992,3
4495,2013-08-06,994,3
4496,2013-08-07,994,3
4497,2013-08-08,994,3
4498,2013-08-09,986,3
4499,2013-08-10,986,3
4500,2013-08-11,986,3
4501,2013-08-12,997,3
4502,2013-08-13,998,3
4503,2013-08-14,998,3
4504,2013-08-15,998,3
4505,2013-08-16,994,3
4506,2013-08-17,994,3
4507,2013-08-18,994,3
4508,2013-08-19,1004,3
4509,2013-08-20,1006,3
4510,2013-08-21,1007,3
4511,2013-08-22,1009,3
4512,2013-08-23,1002,3
4513,2013-08-24,1002,3
4514,2013-08-25,1002,3
4515,2013-08-26,1009,3
4516,2013-08-27,1010,3
4517,2013-08-28,1010,3
4518,2013-08-29,1011,3
4519,2013-08-30,1003,3
4520,2013-08-31,1003,3
4521,2013-09-01,1003,3
4522,2013-09-02,1003,3
4523,2013-09-03,1014,3
4524,2013-09-04,1015,3
4525,2013-09-05,1016,3
4526,2013-09-06,1011,3
4527,2013-09-07,1011,3
4528,2013-09-08,1011,3
4529,2013-09-09,1019,3
4530,2013-09-10,1019,3
4531,2013-09-11,1020,3
4532,2013-09-12,1021,3
4533,2013-09-13,1018,3
4534,2013-09-14,1018,3
4535,2013-09-15,1018,3
4536,2013-09-16,1028,3
4537,2013-09-17,1028,3
4538,2013-09-18,1028,3
4539,2013-09-19,1028,3
4540,2013-09-20,1020,3
4541,2013-09-21,1020,3
4542,2013-09-22,1020,3
4543,2013-09-23,1033,3
4544,2013-09-24,1033,3
4545,2013-09-25,1035,3
4546,2013-09-26,1036,3
4547,2013-09-27,1028,3
4548,2013-09-28,1028,3
4549,2013-09-29,1028,3
4550,2013-09-30,1036,3
4551,2013-10-01,1036,3
4552,2013-10-02,1036,3
4553,2013-10-03,1036,3
4554,2013-10-04,1027,3
4555,2013-10-05,1027,3
4556,2013-10-06,1027,3
4557,2013-10-07,1036,3
4558,2013-10-08,1038,3
4559,2013-10-09,1040,3
4560,2013-10-10,1040,3
4561,2013-10-11,1032,3
4562,2013-10-12,1032,3
4563,2013-10-13,1032,3
4564,2013-10-14,1043,3
4565,2013-10-15,1044,3
4566,2013-10-16,1045,3
4567,2013-10-17,1045,3
4568,2013-10-18,1039,3
4569,2013-10-19,1039,3
4570,2013-10-20,1039,3
4571,2013-10-21,1050,3
4572,2013-10-22,1051,3
4573,2013-10-23,1052,3
4574,2013-10-24,1051,3
4575,2013-10-25,1040,3
4576,2013-10-26,1040,3
4577,2013-10-27,1040,3
4578,2013-10-28,1051,3
4579,2013-10-29,1053,3
4580,2013-10-30,1053,3
4581,2013-10-31,1055,3
4582,2013-11-01,1047,3
4583,2013-11-02,1047,3
4584,2013-11-03,1047,3
4585,2013-11-04,1056,3
4586,2013-11-05,1056,3
4587,2013-11-06,1057,3
4588,2013-11-07,1057,3
4589,2013-11-08,1049,3
4590,2013-11-09,1049,3
4591,2013-11-10,1049,3
4592,2013-11-11,1059,3
4593,2013-11-12,1059,3
4594,2013-11-13,1061,3
4595,2013-11-14,1061,3
